25	35	339	2	3
11	44	69	7	3
46	25	306	14	4
59	30	1	4	6
61	18	104	3	3
16	26	19	8	4
14	11	320	11	3
44	24	38	2	3
34	4	229	6	5
52	2	123	2	3
23	6	217	6	3
3	31	228	5	3
41	16	134	8	7
40	36	238	5	5
37	40	15	8	2
4	24	97	6	6
31	9	130	5	5
8	16	58	6	2
61	30	256	5	3
44	47	72	4	6
41	10	72	4	6
42	60	37	5	2
28	58	170	3	5
33	17	168	8	2
11	2	141	3	5
40	46	218	20	2
42	46	336	9	10
17	37	329	8	7
54	18	23	2	2
10	23	267	12	14
48	20	225	13	7
53	51	264	12	3
25	2	184	3	4
12	11	36	7	8
58	41	219	5	5
17	16	130	15	3
22	29	196	18	16
49	32	131	15	6
57	46	266	3	3
57	58	211	6	3
11	23	65	12	7
42	46	167	14	10
5	31	20	7	4
56	14	355	6	4
44	2	75	2	3
23	49	112	9	8
55	34	160	9	9
17	31	265	18	10
60	46	238	5	6
18	12	50	9	8
8	11	111	7	4
37	11	152	8	8
34	8	174	7	8
15	40	274	7	8
9	37	240	8	4
55	9	66	6	2
3	31	357	5	2
12	46	239	7	4
44	22	340	6	3
54	33	179	5	2
32	27	51	2	4
39	55	109	3	3
22	20	142	15	5
35	42	181	16	3
52	48	32	11	12
37	44	56	3	2
10	12	73	2	4
16	13	201	2	4
41	50	294	7	3
57	55	292	5	2
37	30	65	22	21
27	45	158	9	3
18	18	135	12	13
2	48	110	2	3
25	60	313	3	4
40	10	164	5	2
8	58	317	8	5
32	43	327	9	3
38	59	28	5	2
33	10	246	3	5
40	56	249	3	5
56	10	98	9	2
27	50	204	2	3
30	9	243	11	4
23	46	57	3	2
61	58	76	3	5
28	13	75	4	6
45	32	81	9	3
19	55	158	5	3
38	40	31	26	27
49	61	170	4	2
33	17	140	4	2
6	44	259	5	4
12	51	134	12	12
32	34	171	26	5
55	29	70	6	7
41	31	77	25	27
6	29	255	6	3
26	33	243	22	12
52	40	129	5	2
27	45	182	18	20
29	56	322	2	2
52	19	90	13	4
3	3	266	3	2
54	12	11	5	2
60	10	325	3	5
26	4	272	5	5
36	25	25	11	8
17	59	222	7	6
49	19	61	4	5
31	25	52	10	11
8	47	299	9	5
29	53	235	12	13
22	13	230	11	10
15	21	344	17	15
2	49	235	2	2
42	45	70	16	18
52	3	206	5	3
20	18	45	14	12
25	29	27	27	24
55	37	21	11	11
28	14	166	14	7
44	57	247	6	3
20	32	14	4	5
10	58	305	7	6
60	27	74	5	3
23	51	108	9	10
33	61	300	2	4
17	2	123	4	5
30	32	192	25	22
38	27	47	17	17
14	37	181	13	2
4	25	205	3	5
33	10	128	10	7
10	15	88	7	6
19	50	234	4	3
21	12	163	3	2
28	55	18	4	4
42	53	246	5	6
7	7	281	3	2
46	55	197	3	3
60	55	349	2	3
25	19	290	3	5
40	53	186	7	7
27	23	198	9	11
8	40	331	2	3
36	24	81	22	20
23	61	22	2	2
52	54	149	7	5
11	6	181	7	9
16	14	53	6	6
20	6	297	2	4
59	12	121	4	3
59	35	145	2	2
20	35	183	22	3
2	28	184	2	2
50	42	2	15	10
21	17	253	15	7
15	12	26	10	7
22	44	220	7	5
32	26	358	7	7
4	3	324	3	5
50	49	72	8	4
40	57	165	8	8
51	4	90	2	2
31	23	48	7	5
5	53	304	4	5
26	50	168	13	9
24	54	275	8	2
36	44	289	6	6
49	48	86	13	5
27	6	83	4	3
14	55	143	7	9
56	15	285	7	7
3	40	66	3	4
54	55	92	7	6
37	3	96	5	5
28	48	136	12	5
2	16	213	3	2
18	58	171	3	2
5	4	217	4	5
59	20	231	6	2
44	54	259	5	2
42	33	66	23	13
41	30	262	11	8
55	11	13	11	8
37	48	284	12	12
38	5	192	7	6
23	44	84	20	18
59	15	256	2	4
49	4	98	3	4
21	11	238	5	4
10	52	99	11	13
9	47	115	3	5
16	10	49	12	2
31	15	99	4	6
28	56	9	9	3
46	49	121	9	7
10	15	51	8	9
16	53	139	9	6
12	7	336	8	9
50	31	192	3	4
18	4	163	5	7
59	42	350	7	4
35	29	175	6	8
18	45	312	6	8
60	43	137	3	5
4	53	145	5	5
35	14	71	13	6
11	30	32	10	11
33	32	331	23	17
2	12	6	2	2
26	58	264	5	2
11	32	191	9	4
31	6	83	3	3
2	48	185	2	3
50	53	202	3	4
3	38	128	3	3
22	16	97	18	15
11	24	12	9	3
22	45	138	3	5
42	58	264	3	4
39	3	101	2	2
36	46	352	19	11
12	38	326	5	5
36	44	21	7	2
24	61	7	4	3
28	50	215	6	5
22	45	14	15	2
38	37	272	16	3
50	44	26	4	3
50	55	217	3	3
22	43	175	22	22
7	51	120	8	9
50	26	312	7	5
43	42	104	2	2
17	18	154	14	9
4	38	279	5	5
36	42	209	17	7
31	11	358	6	8
17	22	41	17	2
48	32	194	10	9
34	4	107	6	2
12	49	272	5	6
3	52	282	5	7
8	9	179	3	2
24	33	135	14	8
24	43	187	8	4
18	12	226	6	3
10	8	116	10	9
56	26	117	9	9
18	57	268	9	2
12	26	201	3	2
36	58	225	4	2
48	55	41	10	12
58	47	247	3	4
29	45	159	19	8
52	54	273	11	2
55	3	269	3	5
26	19	43	7	9
9	38	240	7	7
60	47	307	6	2
26	49	245	9	2
54	26	307	12	4
36	10	196	8	10
16	20	338	17	8
35	3	205	2	3
58	20	316	7	9
32	30	8	15	17
59	39	269	5	4
16	39	158	9	8
44	17	166	19	20
24	31	198	6	6
48	31	157	6	5
58	37	326	7	8
55	25	118	5	4
12	28	50	7	2
6	7	175	7	5
19	14	213	6	6
32	6	62	7	5
26	34	137	8	9
7	14	301	3	3
40	15	202	10	8
60	52	126	4	3
52	18	4	8	10
41	29	306	19	9
38	7	0	9	2
50	42	270	16	16
10	60	156	4	5
16	55	234	2	3
7	18	289	7	7
15	61	180	2	4
21	24	253	8	5
2	49	86	2	2
9	37	151	6	6
22	60	350	6	2
19	37	312	14	7
29	21	263	7	6
37	51	194	12	5
49	2	186	3	4
9	13	44	10	12
9	40	81	9	11
51	46	152	8	4
38	3	266	3	3
27	56	105	2	3
19	50	39	3	3
22	15	88	14	10
17	16	254	12	12
20	9	264	11	10
8	43	27	5	3
21	31	216	19	17
58	7	333	5	2
54	48	97	6	4
53	51	329	11	5
13	7	4	7	3
7	16	224	3	4
32	47	335	17	16
5	19	299	6	3
13	23	16	5	4
57	36	261	2	2
44	36	286	6	6
27	38	191	6	8
10	28	288	5	7
49	55	200	9	5
17	13	107	12	10
10	41	136	12	9
30	40	123	25	21
12	57	211	3	2
27	50	232	7	3
32	18	251	20	10
44	4	201	6	6
13	48	249	9	7
60	3	6	2	4
33	20	309	21	14
46	15	204	5	5
36	41	224	7	2
24	39	281	4	2
54	54	228	3	3
13	38	272	11	7
29	32	259	11	10
12	7	121	6	3
48	50	300	8	2
34	27	20	20	5
28	20	312	6	5
17	42	25	19	3
44	21	221	21	3
47	41	30	2	4
23	37	38	2	4
28	20	228	15	8
4	60	146	5	4
26	59	60	3	2
42	50	119	9	8
23	48	293	11	13
45	18	96	14	6
10	42	170	4	4
7	56	59	4	3
38	10	237	11	12
19	29	356	7	5
12	3	112	5	3
32	49	77	14	3
30	43	177	19	11
26	39	111	12	11
27	56	293	5	6
16	54	92	6	2
36	7	83	7	8
43	60	221	6	4
41	16	305	7	6
45	35	348	19	3
2	5	53	3	5
48	20	176	9	2
8	36	117	5	2
28	58	178	7	6
4	47	147	3	3
13	5	244	4	3
50	3	124	5	6
8	49	204	2	2
14	10	171	12	6
14	59	303	3	2
4	37	126	2	4
47	24	103	16	18
28	40	137	4	4
42	29	187	2	4
59	48	212	5	5
51	57	183	3	4
16	36	291	4	2
6	13	51	4	4
10	27	98	4	6
9	52	244	4	5
22	20	63	6	3
37	13	254	4	5
9	59	188	3	2
26	19	324	11	9
28	2	320	3	2
45	9	154	2	4
33	57	318	8	6
53	31	34	5	6
50	20	64	2	4
48	17	20	15	10
39	11	211	2	3
53	55	79	7	2
53	19	0	11	5
49	33	157	5	7
4	45	243	2	2
52	53	304	13	9
43	32	357	18	6
23	55	63	8	9
20	29	53	22	24
36	47	274	5	4
32	13	132	4	4
4	7	237	4	2
22	47	13	9	9
31	30	190	8	7
36	5	294	4	6
49	35	25	3	3
27	39	175	21	20
58	49	120	2	4
60	27	338	3	3
16	8	323	4	6
42	10	118	9	7
57	24	78	7	4
61	25	314	4	4
10	61	81	3	2
55	55	6	6	8
23	6	353	2	3
4	27	335	4	5
28	61	130	2	3
14	3	246	3	2
24	37	237	9	8
7	9	16	5	6
55	47	3	5	5
57	2	275	2	3
3	24	130	2	4
47	50	12	13	5
55	8	103	3	2
36	59	152	4	3
58	22	173	7	7
38	29	270	24	6
32	40	200	26	10
61	45	283	2	2
16	35	224	17	13
31	26	170	19	4
11	29	253	4	3
48	47	107	2	4
31	56	149	7	4
23	31	24	2	3
19	22	18	19	17
39	39	267	11	7
24	6	155	8	9
32	44	210	5	7
24	35	44	13	15
60	22	190	6	4
7	53	264	7	9
58	55	50	8	4
35	43	268	6	7
33	39	233	26	18
49	33	223	6	7
46	44	22	19	10
54	54	121	7	6
45	49	163	13	2
42	14	154	5	6
31	21	355	15	9
20	45	333	18	17
38	25	21	17	18
22	31	17	18	7
11	14	205	5	3
36	11	316	10	12
52	15	16	6	6
40	2	232	4	4
57	55	309	3	5
4	41	113	4	3
22	53	245	12	4
34	9	77	9	3
5	60	184	3	5
28	49	48	13	11
56	19	236	9	7
32	37	31	27	16
14	61	117	2	2
27	60	41	5	3
44	47	282	8	7
24	19	115	12	10
21	55	356	10	11
42	15	184	12	12
16	37	205	7	6
33	60	243	6	4
8	30	333	9	11
49	58	29	8	3
3	56	110	2	4
14	17	98	2	2
27	18	64	2	2
27	23	12	6	4
30	38	235	15	6
28	20	214	4	2
31	16	313	9	11
18	38	194	9	9
20	49	83	5	3
61	38	251	4	6
5	41	324	5	3
53	9	245	5	4
5	45	17	2	3
3	7	28	3	2
45	45	260	11	11
33	14	211	16	14
3	59	42	3	5
57	35	205	2	3
3	27	70	5	6
24	13	154	10	4
37	14	358	14	9
39	59	306	5	3
43	43	243	16	17
60	8	60	4	2
24	19	77	13	7
38	54	268	12	8
27	9	281	5	2
11	32	145	10	8
49	61	246	2	3
21	26	250	19	20
22	14	303	11	2
27	22	266	10	7
42	53	202	4	5
48	15	176	17	6
44	20	220	9	4
36	38	42	7	2
14	9	74	7	3
49	43	353	12	7
44	16	308	4	3
15	43	279	6	4
46	3	294	4	6
54	6	112	6	5
38	23	0	14	15
55	18	31	10	7
8	29	88	8	7
29	51	101	13	3
42	61	176	5	3
27	51	63	8	5
8	34	94	4	2
60	54	270	3	3
9	24	165	5	3
60	16	60	2	2
26	23	133	5	5
9	27	56	8	4
5	41	146	4	4
50	26	324	14	16
13	3	53	2	2
60	50	34	6	3
11	37	4	12	10
29	49	346	17	14
57	45	248	7	4
44	13	118	2	2
48	24	305	13	4
22	42	166	12	7
20	29	282	21	22
21	7	248	2	3
59	2	227	3	5
45	36	72	10	4
5	18	11	5	5
4	14	359	3	5
31	14	147	3	2
38	6	184	5	4
8	47	78	8	9
18	36	202	11	8
38	61	185	3	2
58	33	42	8	6
24	18	141	20	12
41	6	44	7	7
41	29	275	14	8
23	39	98	10	2
2	18	110	4	4
51	42	176	2	2
39	20	67	17	2
56	53	201	6	5
36	26	104	27	28
2	56	318	2	3
9	22	55	3	5
46	22	300	17	12
46	9	21	2	3
29	59	283	2	2
51	36	21	14	6
13	53	225	13	12
15	45	31	5	6
25	7	268	2	3
6	28	103	6	2
6	15	189	2	2
32	42	220	23	4
26	2	341	3	2
34	37	74	18	9
19	17	38	8	7
24	30	204	13	4
18	36	24	9	11
43	37	88	8	10
51	33	145	4	5
7	44	69	7	4
44	56	104	3	4
48	58	2	2	4
57	21	22	9	2
41	20	88	3	5
43	23	268	16	5
6	5	71	2	4
16	51	42	7	4
9	47	175	6	7
4	54	299	4	6
22	57	40	4	4
9	43	282	3	5
54	19	257	5	7
2	44	123	4	3
3	7	119	5	4
32	30	338	31	21
22	52	330	9	3
43	54	350	3	3
10	42	45	11	3
20	44	111	7	2
29	43	291	18	17
39	36	68	10	9
47	31	151	6	5
27	30	231	14	13
60	7	173	3	4
36	14	323	3	5
58	54	147	5	5
25	52	46	4	3
35	33	102	24	11
48	31	169	13	15
12	41	283	10	5
18	53	62	6	8
25	10	26	4	3
33	24	211	3	2
43	45	260	8	4
25	52	147	2	2
38	38	142	21	3
15	11	150	8	3
30	23	133	4	6
15	30	279	2	4
23	59	8	6	8
12	22	202	5	6
40	4	28	3	5
12	12	162	14	15
28	38	277	12	10
23	2	188	3	2
47	22	4	15	5
46	61	230	4	4
16	48	345	14	8
23	20	37	13	8
17	28	130	11	10
26	31	329	13	4
28	18	281	7	3
30	12	181	6	8
3	50	212	3	5
31	11	31	11	5
28	55	116	7	3
5	8	352	2	3
25	33	332	23	11
9	37	180	9	8
57	37	165	8	2
60	3	71	2	3
10	37	186	5	7
7	49	263	2	2
22	28	319	12	7
56	37	253	9	8
27	27	327	23	4
32	35	71	26	23
20	54	288	8	6
54	23	29	6	7
10	11	268	5	3
37	3	232	2	4
4	3	329	5	4
44	6	93	4	4
36	56	30	3	4
54	31	127	8	4
25	46	71	2	3
18	29	283	15	7
29	60	296	5	6
19	7	3	5	2
37	15	345	6	2
35	56	76	2	3
39	46	294	7	7
46	56	94	10	11
50	22	316	16	10
25	55	297	8	5
44	50	146	4	2
25	57	249	8	7
61	44	207	3	4
53	25	248	5	2
42	3	198	5	5
59	3	54	2	2
56	45	53	6	4
44	37	235	11	13
12	30	343	2	3
17	15	210	7	7
32	14	286	10	12
42	19	77	3	3
15	56	102	3	5
3	14	350	4	3
57	14	233	2	2
37	58	230	5	5
10	47	58	8	6
41	28	275	23	16
6	2	89	3	4
40	10	30	5	3
59	58	239	7	7
25	25	33	17	15
45	52	178	8	7
5	18	298	7	8
54	58	38	4	4
45	34	25	20	6
15	59	226	5	3
57	2	66	3	5
49	5	265	3	3
45	50	262	16	6
43	47	70	9	7
21	47	45	14	8
44	41	183	3	3
33	61	288	2	3
15	11	83	13	15
25	50	3	14	2
33	52	19	13	4
34	5	19	3	4
44	8	5	10	5
41	60	311	5	5
38	19	66	15	17
54	39	260	10	7
51	57	49	8	2
42	19	19	15	2
30	5	137	5	5
41	36	224	7	3
12	19	346	10	5
34	37	165	26	18
53	2	326	3	3
27	31	341	11	8
21	20	162	2	3
35	28	301	15	11
33	28	338	3	2
54	24	53	6	3
50	37	141	8	9
34	33	89	22	21
27	56	2	4	2
17	11	240	5	6
39	54	34	8	5
38	18	288	20	11
33	35	152	29	25
49	54	352	3	5
48	48	11	2	4
19	46	92	7	9
19	31	27	21	20
51	61	159	4	3
9	12	322	7	7
49	58	236	7	3
48	14	145	3	4
28	51	302	7	4
16	13	315	2	2
37	31	59	29	19
33	29	86	2	3
33	61	85	3	4
52	11	314	7	8
56	59	4	7	9
12	44	335	8	8
38	2	1	2	2
60	29	26	2	2
57	36	132	7	5
52	59	341	6	3
41	6	292	3	3
11	27	342	8	6
39	48	31	17	7
23	18	238	15	16
10	38	277	7	3
60	50	44	4	5
28	40	51	11	7
60	54	286	6	7
51	39	223	9	4
46	11	95	2	4
19	30	344	10	7
54	43	338	9	6
15	15	161	14	2
59	55	271	5	7
10	9	311	9	4
8	56	141	5	3
38	27	47	26	23
5	23	35	5	5
51	44	180	10	12
12	19	63	3	2
12	18	111	8	3
16	36	342	6	4
42	44	187	13	11
51	9	264	5	4
28	16	175	9	9
54	29	244	7	2
2	28	220	4	6
52	42	63	10	10
55	2	67	4	6
58	55	76	6	3
27	26	305	18	4
27	44	158	11	4
6	8	193	4	6
34	16	105	16	3
61	45	34	4	5
33	31	343	28	2
11	16	297	6	8
54	7	220	9	4
44	28	268	16	4
43	6	52	2	4
36	14	355	15	9
56	22	3	5	5
41	48	218	10	10
20	44	137	16	2
35	52	206	12	7
58	26	116	2	3
11	35	3	12	10
48	43	24	11	3
10	56	315	3	2
15	11	300	11	12
42	58	183	3	4
46	53	263	3	4
30	46	254	12	5
20	61	265	2	4
61	25	34	4	4
2	39	331	2	4
16	61	95	4	2
17	50	69	16	5
2	32	321	3	3
6	16	222	8	3
32	61	106	5	2
20	11	187	6	2
18	14	312	9	10
39	58	178	5	7
49	9	203	6	7
35	16	8	11	13
58	10	62	2	4
20	16	12	13	8
49	21	146	5	4
4	44	160	5	2
13	19	276	14	12
29	26	186	7	6
36	22	187	3	4
37	61	336	3	4
33	20	127	22	14
26	33	338	9	7
11	57	56	9	9
54	49	269	9	3
2	59	347	3	2
59	38	321	3	3
43	8	138	4	3
12	38	194	14	3
25	34	183	25	24
47	20	106	15	7
44	57	219	7	6
61	8	136	2	2
28	51	292	11	6
58	30	115	6	2
52	50	199	8	2
25	31	266	23	13
36	5	105	6	4
41	31	351	4	6
57	27	205	7	3
48	38	319	17	16
22	7	188	8	7
33	2	127	2	2
57	49	336	4	3
51	8	152	6	5
6	33	195	8	3
55	35	196	5	7
27	33	44	10	4
46	60	319	6	8
53	48	3	4	4
57	31	58	7	9
2	52	281	2	4
13	57	4	6	7
61	22	137	4	2
53	11	244	13	6
27	42	272	16	17
60	51	111	5	7
15	36	150	10	3
51	26	64	13	4
44	25	12	9	11
24	29	197	14	13
19	5	153	2	3
58	21	348	4	3
19	51	279	13	12
4	41	199	5	2
61	28	246	4	2
11	14	194	3	3
25	44	46	21	23
33	52	117	11	12
40	9	79	6	6
8	56	51	6	2
44	7	269	4	5
18	9	316	5	3
40	58	62	6	8
19	12	312	4	2
25	18	210	3	4
22	7	280	9	11
57	59	319	7	4
18	33	173	20	15
9	55	180	7	2
31	48	39	4	3
19	31	155	9	7
44	28	317	5	2
5	13	324	3	2
12	59	326	6	8
61	60	65	2	2
47	56	71	8	10
58	56	313	6	7
44	47	50	2	2
53	14	324	12	12
25	22	201	19	9
52	28	17	3	3
41	35	313	12	6
33	35	51	25	18
39	28	143	11	8
34	41	255	5	2
29	37	97	5	7
8	36	94	2	2
42	10	115	3	2
17	5	138	4	4
37	22	189	11	7
51	16	214	14	5
42	56	122	6	2
4	18	207	3	2
43	35	134	13	12
10	22	327	4	2
58	42	130	4	6
9	30	145	2	2
57	25	216	3	2
16	20	147	17	6
25	41	312	22	12
46	28	135	15	8
32	24	112	8	4
4	49	184	5	2
5	23	87	5	3
44	33	356	15	10
46	19	225	13	8
22	39	162	2	2
58	2	245	4	4
43	44	207	16	16
45	61	263	2	3
61	14	301	2	2
5	35	137	2	4
37	43	298	19	9
10	6	252	8	10
25	58	42	7	5
51	61	38	4	6
8	26	335	9	5
32	53	308	5	3
54	43	2	7	5
57	24	339	6	6
4	36	40	2	3
59	3	247	4	6
4	48	24	5	4
26	16	274	4	2
23	27	113	16	7
2	7	217	3	4
26	61	162	2	2
6	53	265	2	4
18	22	309	18	15
24	19	154	5	3
14	12	204	9	10
7	49	200	6	4
57	4	185	3	3
37	52	47	13	4
14	13	205	9	8
3	6	266	2	3
22	43	44	23	17
45	59	35	3	4
11	40	83	10	4
33	44	158	6	4
3	28	243	4	4
61	3	112	2	3
50	19	181	6	6
45	50	191	11	9
38	29	157	25	7
17	49	276	15	17
49	51	328	8	6
57	60	0	3	5
32	24	65	21	2
8	58	271	4	5
35	52	92	8	7
41	28	347	21	12
24	4	214	6	6
43	23	46	3	4
41	19	330	21	16
7	56	333	4	5
18	7	186	8	9
22	19	9	7	4
32	53	316	12	4
40	53	28	3	4
25	43	324	4	3
14	38	248	10	11
57	61	320	5	4
25	14	104	8	10
27	18	233	2	4
31	56	152	9	9
36	61	337	5	5
7	12	182	7	2
35	51	357	8	6
42	49	51	3	4
13	6	92	3	5
15	36	179	3	5
44	29	280	13	8
19	18	114	2	3
48	21	248	17	6
45	33	284	11	4
60	36	244	2	2
57	4	32	6	8
22	24	177	18	19
6	9	149	6	5
4	21	155	4	4
15	20	197	5	7
54	52	271	4	2
55	46	99	5	2
15	33	298	14	7
36	4	77	5	3
44	9	295	6	7
10	28	193	12	10
3	44	49	2	3
27	32	8	27	13
19	4	11	3	5
28	6	297	2	2
22	18	170	5	6
31	51	121	10	12
35	61	107	2	4
44	7	208	2	4
51	22	177	6	4
45	33	45	19	5
46	3	224	5	3
22	39	132	17	7
26	29	111	8	9
10	10	217	8	4
34	42	100	24	18
14	46	208	7	6
44	53	60	8	9
26	53	267	4	4
47	15	323	12	6
14	14	43	13	5
13	52	359	8	5
60	60	276	2	3
50	23	210	5	2
36	33	147	28	2
48	23	309	9	6
